person_id;loan_id;cb_id;idade;salario_anual;situacao_moradia;anos_trabalhados;motivo_emprestimo;pontuacao_emprestimo;valor_emprestimo;taxa_juros;inadimplencia;comprometimento_renda;historico_inadimplencia;tempo_credito
l2kzcFCR-zama;62gFYLQt-Q2Lw;wWgHhsRH-J9l2;31,0;45000,0;Alugada;3.0;Pagamento_Debitos;B;8000,0;10.99;0,0;0.18;N;10
cZ37y4gN-9PCW;d6Z2BQBK-COMM;vl3fGZv5-QnCg;28,0;65007,0;Hipotecada;4.0;Pagamento_Debitos;F;25000,0;18.62;1,0;0.38;Y;9
BZ3NyNm3-0j9M;CK50SgA4-6edZ;iSMShc8G-ZWya;24,0;38001,0;Alugada;4.0;Pagamento_Debitos;A;12000,0;6.17;1,0;0.32;N;3
4vdybYI9-ZJU8;cTuzYsrU-qwto;UuQzrAw3-jEph;25,0;71004,0;Hipotecada;1.0;Pagamento_Debitos;E;2400,0;17.04;1,0;0.03;N;3
qOlBPR3H-mwmO;Chhxw3Qj-Fusr;pHDQTrn1-xvba;22,0;28000,0;Alugada;0.0;Medico;B;1200,0;12.69;0,0;0.04;N;3
OjQzC0lS-xF2L;YfRoRjDA-84Nu;vnl12AoR-Pm0T;41,0;52106,0;Alugada;4.0;Pagamento_Debitos;C;5000,0;12.84;1,0;0.1;N;17
KKsceQAA-Y1r7;rhSfupFz-YeS9;zUpUNBtn-CieU;25,0;162500,0;Alugada;2.0;Empreendimento;A;35000,0;7.49;0,0;0.22;N;4
hxAg8hjQ-MMqe;WvZLMchO-7N7D;dyhisPad-1YH8;23,0;45000,0;Alugada;4.0;Pessoal;C;4800,0;13.98;0,0;0.11;Y;2
gW1S6ghn-WEC2;oHryakBf-5sdJ;PmvhJFSG-uEPl;30,0;45600,0;Hipotecada;5.0;Melhora_Lar;A;5000,0;7.29;0,0;0.11;N;8
5UpgLGci-B0Jg;ulZF6Onl-Wl4d;WCAzGBYC-GTBh;23,0;33276,0;Alugada;4.0;Educativo;C;6000,0;11.03;0,0;0.18;Y;4
hRO9kOL5-Y29L;qBv7Ad3u-unNs;J7M98CyW-tebW;26,0;65000,0;Hipotecada;11.0;Empreendimento;A;12000,0;7.9;0,0;0.18;N;2
92hE8qzc-fZ4M;oitTxaQD-FnYT;zceFyt0Y-w62N;28,0;71652,0;Hipotecada;11.0;Pessoal;G;25000,0;20.03;1,0;0.35;N;9
0RIettbD-5IWj;H5Nusiz6-Ifpa;MnQcbkkE-NrRX;29,0;54000,0;Alugada;5.0;Melhora_Lar;C;10000,0;13.49;1,0;0.19;Y;9
ghLCHiEt-hZhB;Ch7cSo6k-fAPs;CWkWbbCN-Q7XW;27,0;65000,0;Alugada;9.0;Empreendimento;A;3500,0;7.37;0,0;0.05;N;9
NOsABoqK-ZQOu;L3TbIEiP-KTUX;dXNRXXsm-d9wv;22,0;47940,0;Hipotecada;4.0;Pagamento_Debitos;B;15000,0;0.0;0,0;0.31;N;4
xUf5bDzQ-qZJG;ptKvEp33-0izE;Fk6Che8u-gbmf;23,0;36000,0;Alugada;7.0;Pessoal;B;4000,0;10.99;1,0;0.11;N;3
mZHwzp41-0urX;RBNYpeYP-IHj5;iaLw7h52-4BKC;23,0;65000,0;Alugada;0.0;Educativo;A;6000,0;9.63;0,0;0.09;N;3
KwAA3YI5-9p6L;Jxd88oLB-4JpT;Pzp6OMUH-xqlv;26,0;59000,0;Hipotecada;4.0;Educativo;B;3500,0;10.99;0,0;0.06;N;2
vvpUvQ4O-bzZd;WS37Hfdc-Kc8w;AK407yt4-Q771;22,0;81800,0;Hipotecada;6.0;Educativo;A;2500,0;6.39;0,0;0.03;N;2
k4Z2EQJb-vglu;YfwtmsLv-CU78;x5xYdeAG-R34K;25,0;42000,0;Alugada;2.0;Pagamento_Debitos;C;4800,0;13.22;0,0;0.11;N;4
RsgzwCfH-5jsG;L3N1ukH1-HctB;PI07luxQ-3tY7;23,0;30000,0;Hipotecada;7.0;Melhora_Lar;A;2200,0;0.0;1,0;0.07;N;3
6sADC4d7-X9Ma;KRIHRQPh-hYB1;FcoeJYgQ-BH3a;23,0;69000,0;Alugada;7.0;Pagamento_Debitos;D;6000,0;16.02;1,0;0.09;Y;2
m7j1qd44-hpvc;uUG9NCHo-CKSS;rIwNQhl5-O9bH;31,0;34000,0;Alugada;2.0;Medico;B;2400,0;12.21;0,0;0.07;N;5
AW5TGIre-jwxf;RR9MUQJZ-rcxo;7zPkLxn1-YTnP;40,0;75600,0;Hipotecada;9.0;Empreendimento;A;14000,0;7.51;0,0;0.19;N;14
aMz77IuK-bwtl;rnKTaLTh-BNAb;Bhgq07oP-YCfe;29,0;99000,0;Hipotecada;1.0;Melhora_Lar;B;6000,0;10.25;0,0;0.06;N;5
JKOcektC-AqAo;H2UnABwy-d1s1;MPUrRhoY-ypnb;26,0;50000,0;Hipotecada;2.0;Pessoal;D;20000,0;13.3;0,0;0.4;N;3
k0deEOqU-PNqg;xZUZvXCw-bek2;Lq7wLOZU-OIlJ;27,0;54000,0;Alugada;5.0;Empreendimento;B;3200,0;9.88;0,0;0.06;N;7
wkweF4SD-bJC7;yqe0G8Bv-Wy6t;my0TjmGJ-aXfQ;23,0;48880,0;Alugada;2.0;Educativo;B;5500,0;10.99;0,0;0.11;N;3
DZdXy6Co-8S4Q;yyytoFHX-qEfm;I9GZi7Yb-sH4p;27,0;42000,0;Alugada;7.0;Medico;B;5000,0;11.11;0,0;0.12;N;9
v8f3nGpa-itbQ;xerda6WW-HEGd;l8F0dW7u-L0EI;35,0;17280,0;Alugada;6.0;Empreendimento;D;7200,0;12.36;1,0;0.42;Y;8
4LFJNaKs-v3Od;HGlg8aHg-qUjJ;kzklK6nu-ECTI;27,0;45000,0;Alugada;1.0;Educativo;B;6000,0;10.65;0,0;0.13;N;8
kQ8lTCWi-KEiL;NXNmsJ7E-qETO;at5rubhQ-zQHu;24,0;50000,0;Alugada;5.0;Medico;C;6000,0;14.79;0,0;0.12;N;4
YRITSTua-PHlE;TSt2TA7Z-CNdb;bBcMqFRN-n5pS;24,0;175000,0;Alugada;1.0;Pessoal;B;19000,0;11.48;0,0;0.11;N;3
hB6wkRNA-OH5s;W6moLd9A-vEWE;ETkyYU8t-nvGb;28,0;25000,0;Hipotecada;5.0;Melhora_Lar;C;6000,0;14.72;0,0;0.24;N;10
8XmB0Ucn-1CAf;jgFogWBh-vseM;C3swXmpy-Bu8e;38,0;61000,0;Alugada;0.0;Educativo;B;1000,0;9.45;0,0;0.02;N;12
qa76WUOC-sqRs;XbNvdGch-iFQk;LxduWfrG-k369;25,0;28800,0;Propria;3.0;Empreendimento;C;6000,0;0.0;0,0;0.21;Y;3
RAs5wj7O-qxwm;JaCmdsWh-sBE4;OoQrmn7A-SbuX;29,0;52044,0;Hipotecada;12.0;Educativo;A;8875,0;7.9;1,0;0.17;N;7
n1uGWP70-6aad;0KFBYY1q-ofoC;fFYOg5dY-qK6y;25,0;180000,0;Hipotecada;9.0;Melhora_Lar;B;14400,0;0.0;0,0;0.08;N;2
uX1NgWlH-KRrr;ad216cN0-klUK;Wj78u0RU-8siJ;24,0;123000,0;Hipotecada;8.0;Pagamento_Debitos;C;24250,0;12.87;1,0;0.2;Y;4
DYvnpGn4-Bdgd;exRkkLMz-A1cX;XK82km0U-LpdO;38,0;42000,0;Alugada;2.0;Medico;A;4500,0;6.62;0,0;0.11;N;11
l57Bd0NK-w4bX;1gWs9svq-vY2r;9CuxucB3-8EQd;22,0;40000,0;Alugada;0.0;Pessoal;A;4000,0;7.43;0,0;0.1;N;4
zTbRXYrX-RnPU;aNEk9kE4-62pm;oZrj9MUf-1SEX;24,0;55000,0;Hipotecada;4.0;Pagamento_Debitos;C;1600,0;13.79;0,0;0.03;N;2
PjlQ08mB-Da0P;wR8IGtnZ-7mFO;9SPm1qqY-7cxf;28,0;103000,0;Hipotecada;4.0;Empreendimento;A;10000,0;7.51;0,0;0.1;N;10
i6OgANLE-8PAD;il0ij4s9-tdCc;NAW87vaT-1Lqe;31,0;52000,0;Hipotecada;7.0;Pagamento_Debitos;A;5000,0;7.51;0,0;0.1;N;8
HyrgePEX-4w7T;ekJs4nR5-Uv06;gwgZJtkp-PSAJ;24,0;62000,0;Hipotecada;8.0;Pessoal;A;5875,0;6.03;0,0;0.09;N;2
Ybovd6Q2-Au8S;GnEBNbxb-fwWw;ra2A5Wko-lxTB;24,0;60000,0;Alugada;0.0;Melhora_Lar;B;6000,0;11.48;0,0;0.1;N;2
0qH1mYXv-HiFD;J95fGY8u-k9H3;FUXTci4p-OT4o;28,0;30000,0;Alugada;2.0;Pessoal;A;5200,0;5.42;0,0;0.17;N;7
myUOxvFr-tKvc;mlpO5eIa-DomL;fXGIPMMr-rsFx;24,0;56000,0;Alugada;0.0;Educativo;B;12800,0;0.0;0,0;0.23;N;4
Oa21yQJH-lhJF;NiMQUqJb-4jO6;dHtM36tL-lJkg;25,0;121680,0;Hipotecada;3.0;Melhora_Lar;B;15000,0;10.37;0,0;0.12;N;3
ylJSM9yS-qjPh;2ESKQtNR-EYy9;kxbSBr8J-hfZv;27,0;33975,0;Hipotecada;0.0;Pagamento_Debitos;B;10000,0;9.25;0,0;0.29;N;7
kjwxbiKw-MKEj;zWy9ftwF-X1ms;Z4hhjw8j-yJl6;26,0;79500,0;Hipotecada;1.0;Educativo;B;6000,0;11.36;0,0;0.08;N;2
a1WT2uGt-jshR;X5mp407Q-irQq;vBafMhzI-ELap;47,0;48000,0;Hipotecada;13.0;Medico;B;16750,0;10.62;0,0;0.35;N;12
cZ9IWR3K-DnEL;fBZpqq3R-3nw1;A2iPexlw-bxJr;25,0;20000,0;Propria;0.0;Pessoal;D;5650,0;15.99;0,0;0.28;Y;2
oPX8SK9i-fQpr;UggXKlLU-LYJr;kfllX4wa-Ks7C;27,0;90000,0;Alugada;1.0;Empreendimento;B;6000,0;11.71;0,0;0.07;N;8
J2vjPiPf-gof0;pwGgrBqh-rg6S;glJDUL98-caxt;36,0;46000,0;Hipotecada;6.0;Pessoal;C;5350,0;15.27;1,0;0.12;N;12
SOX7SIHn-ec0u;GE3Ydlro-kh5A;ld92U4yr-ZqyQ;33,0;75000,0;Propria;5.0;Melhora_Lar;A;17000,0;6.54;0,0;0.23;N;5
XSu9WpAW-dZ3u;0iPyBNuy-r6d9;c2WBk9ra-9FCy;25,0;66000,0;Hipotecada;0.0;Melhora_Lar;B;18500,0;12.21;0,0;0.28;N;2
bF1sSnCK-CPSx;p0KHCmip-Wn6M;FxYXdMLj-y6OG;22,0;40000,0;Alugada;3.0;Pessoal;E;7200,0;18.79;0,0;0.18;N;3
AtehsKyP-PUm4;bsNl0h5j-tZSj;tE2Y1Xqy-uP4i;22,0;60000,0;Hipotecada;5.0;Pagamento_Debitos;C;12500,0;13.11;0,0;0.21;Y;2
kHXqGwKm-s6Pm;uD1Sa0lf-dPKJ;gnsEicUg-M8n9;25,0;24996,0;Alugada;1.0;Pessoal;C;4200,0;14.26;0,0;0.17;Y;2
Pm19O8MP-25WF;W3FFE00u-bRj1;7n4GhzDB-SUdH;22,0;28880,0;Hipotecada;4.0;Medico;A;2000,0;8.59;0,0;0.07;N;3
3LMYdEeo-0gDS;CAGOUpYh-iyL5;OZeXHG6R-t6Hf;30,0;40000,0;Alugada;3.0;Educativo;C;4800,0;12.68;0,0;0.12;N;5
81q1OOmW-WKeW;CqMhGtpD-Jlvg;CGmNAqrO-OxxI;25,0;36000,0;Alugada;0.0;Medico;B;10000,0;11.11;0,0;0.28;N;3
m8LtcZr6-I6zD;xxRsJl9d-I3Z1;1UhzR1d4-akiF;26,0;60000,0;Alugada;10.0;Empreendimento;A;17500,0;6.54;0,0;0.29;N;4
BBhfUPRv-MgeN;lcxZfNnI-m6Gl;4tO8xGN4-7x3K;34,0;120000,0;Hipotecada;0.0;Medico;A;7100,0;8.9;0,0;0.06;N;8
0qN6ltA8-WS2c;WmkMH6uN-OKTD;iSFeA9L1-yC4f;27,0;59004,0;Alugada;3.0;Educativo;D;10000,0;16.32;0,0;0.17;Y;6
gj23azez-7Zoh;xHwdbYyf-FTjr;o7RwF9xr-zWod;24,0;69764,0;Alugada;2.0;Pessoal;D;1500,0;14.42;1,0;0.02;Y;4
jSAQgoyn-39uL;gMA2zCGq-XZmy;dKLg50vm-OpjW;29,0;54000,0;Alugada;0.0;Pessoal;D;10000,0;14.96;1,0;0.19;N;9
F1rBEYUP-Nug5;z0GOZxz2-ecqD;TPXdiwCf-47eW;29,0;74000,0;Alugada;3.0;Educativo;C;16000,0;13.11;1,0;0.22;Y;6
ZGsKLAJr-zOWL;2MBACE4P-IHOn;RpD9XcRE-q7B5;37,0;25000,0;Alugada;5.0;Medico;D;10000,0;16.29;1,0;0.4;N;11
dKHJAPWB-E1mq;cxTGwNLz-CGWI;ErpymhI2-nlXx;34,0;120000,0;Propria;4.0;Empreendimento;B;7800,0;10.99;0,0;0.07;N;9
EwXcvANL-7ifX;eC2rjLwK-fYRJ;gLQKk6H8-QB4I;26,0;140000,0;Alugada;5.0;Empreendimento;B;8400,0;12.53;0,0;0.06;N;2
fXzRzb2U-y7md;u0zWNl2D-cH3f;Bwru7b4u-AyoI;22,0;26000,0;Alugada;0.0;Educativo;A;8500,0;6.17;1,0;0.33;N;3
fCLI3yET-Uikd;TRIQRNcu-G6fm;YxxKY8iX-955E;31,0;108000,0;Hipotecada;11.0;Pagamento_Debitos;C;35000,0;13.49;1,0;0.32;N;10
W1G2zsbR-fuLA;un0zfZW8-osNP;yScEp96l-eCtA;23,0;30000,0;Alugada;0.0;Medico;A;3000,0;5.79;0,0;0.1;N;3
TbDBFHz8-qtqD;93nhP2mU-unuH;5dzPHFZq-NpAU;40,0;108000,0;Alugada;10.0;Melhora_Lar;B;9000,0;11.86;1,0;0.08;N;12
kZ7GzKHM-ocjs;BBaraC7K-ucz0;3G3cnhZF-66xh;27,0;130000,0;Hipotecada;0.0;Pessoal;C;8000,0;13.35;0,0;0.06;Y;7
fKuCnC9o-4AkN;XdEJfeGm-Dk8S;XpYJQ11L-20Q2;29,0;118374,0;Hipotecada;13.0;Empreendimento;C;3500,0;13.49;0,0;0.03;Y;6
wojajvlF-wtHb;IqauhXSD-1HeG;6mDmDxHE-EdIp;22,0;117000,0;Hipotecada;6.0;Educativo;A;11000,0;6.92;0,0;0.09;N;4
MzqiDQdp-bLSj;xGB5z267-ZEp1;TQMa8vmx-9KlJ;22,0;58650,0;Alugada;6.0;Medico;D;16800,0;16.77;1,0;0.24;N;2
UqYapPwQ-huPo;JckzPfns-uNrn;JNhM2ZAD-ZSjU;27,0;24000,0;Alugada;2.0;Medico;A;1450,0;0.0;0,0;0.06;N;9
zwp8MdAM-hYyh;idwA6dQ5-Hww5;mKc1HiaN-9g7P;25,0;42000,0;Alugada;0.0;Empreendimento;A;3500,0;5.42;0,0;0.08;N;4
SYGmgAig-zQNX;6gundMoE-1TJ3;wOc5KNNu-wwo3;27,0;15120,0;Alugada;6.0;Pessoal;B;3050,0;10.38;1,0;0.2;N;5
XEzHmt9M-mons;G4aQGjkT-XDho;If0J78iF-1Rks;22,0;45000,0;Alugada;2.0;Educativo;A;10000,0;7.51;0,0;0.22;N;3
q6mzSsiG-bwEm;vWJWHtHF-AnJd;jbWFlvoa-IE00;24,0;73000,0;Alugada;2.0;Medico;B;4600,0;9.99;0,0;0.06;N;2
ua83wtvH-dHbu;NUB3frQ0-A9rr;WgyYiu2y-ew2P;25,0;72345,0;Alugada;10.0;Educativo;C;10000,0;12.99;0,0;0.14;N;4
Gql64ssx-Esfu;u1BM8yWg-2BHo;HyGgyYGa-hPsu;21,0;29000,0;Alugada;2.0;Medico;D;4200,0;15.62;1,0;0.14;Y;3
XELEZFf6-N3sD;3sqbnEdw-AoRS;9rkCakcF-y6WM;23,0;130000,0;Alugada;3.0;Medico;B;8000,0;11.99;0,0;0.06;N;3
M1zwjsnz-BUvI;hYfp37xx-UZWu;yWKkvoTh-4Br2;28,0;57000,0;Hipotecada;2.0;Empreendimento;C;6000,0;12.73;0,0;0.11;N;10
oPKPGNlL-G7Ai;WFh9LnYY-kkbq;PK1D2Enm-nLTE;24,0;47211,0;Propria;8.0;Empreendimento;B;10000,0;11.83;0,0;0.21;N;3
uhYhUKMF-QFA6;Tofe6Mhe-2gu4;dP12lk0R-GpdI;31,0;27036,0;Hipotecada;2.0;Educativo;B;6500,0;11.11;0,0;0.24;N;7
S8Xoi1bz-yGaW;cY2bknRO-9xNY;84PWLDuZ-4hdN;25,0;49700,0;Alugada;2.0;Pessoal;B;7200,0;10.38;1,0;0.14;N;2
X9ddngMR-meDK;IkLFxmzh-a4Tu;YK1cqJ7X-mRni;34,0;40800,0;Alugada;2.0;Pagamento_Debitos;C;3200,0;12.61;0,0;0.08;Y;8
vjWGzcss-faju;JMaJG1jL-oph2;viWXvgtq-PHi9;28,0;75000,0;Alugada;0.0;Melhora_Lar;B;20000,0;11.11;0,0;0.27;N;7
4XKYOqhd-dwYD;Kpbk38lE-6oow;LslyPHwM-TopH;26,0;34000,0;Alugada;8.0;Medico;D;5050,0;16.89;1,0;0.15;N;4
zE4WIYQI-9OQt;26giqn70-sO9N;ZEx5RGIG-gUCW;22,0;74000,0;Hipotecada;6.0;Medico;A;2500,0;6.62;0,0;0.03;N;3
SnlBaZEi-voUv;0rzdNgLx-RGre;1KR5N2AO-a0ZM;27,0;67000,0;Alugada;1.0;Pessoal;C;2800,0;13.04;0,0;0.04;N;7
JQMmpCCN-zhUg;Ic8aJSqj-eR0R;5DHR5rXJ-6TZ6;26,0;95000,0;Hipotecada;1.0;Empreendimento;B;15000,0;10.37;0,0;0.16;N;4
hqa3dr5D-hBsJ;uoc4bJ1C-kXek;nDqD16hO-nIzq;31,0;24000,0;Alugada;0.0;Medico;A;7000,0;7.51;0,0;0.29;N;7
4khDwBNE-qEml;dM0jpaRD-uwPf;vRLjb4J4-LnZM;26,0;65000,0;Hipotecada;0.0;Pessoal;A;4000,0;5.42;0,0;0.06;N;2
JU06cW9P-HNgq;xDlOiYIo-oEJj;CgO2Wda7-kpxe;30,0;75000,0;Hipotecada;0.0;Melhora_Lar;C;15000,0;12.98;0,0;0.2;N;8
wBcJNe2j-Gzus;TJdWLgDx-JuZW;4mUUPQZ7-tEMi;26,0;65000,0;Hipotecada;5.0;Pagamento_Debitos;A;5000,0;5.42;0,0;0.08;N;4
HrfoA3hE-4GTc;KjZMlkOx-32u0;jHZ5SBIj-Len1;35,0;125000,0;Hipotecada;8.0;Empreendimento;A;17000,0;7.88;0,0;0.14;N;6
UELqCiyy-vNyL;WZ51PGf3-GQSw;hPQaKgIt-z9td;30,0;34000,0;Alugada;1.0;Empreendimento;C;7500,0;0.0;1,0;0.22;N;6
sSDWf5tq-gz3g;0dtgtlRA-Ku1t;XlKgCsSF-bNYb;37,0;55000,0;Alugada;3.0;Melhora_Lar;E;7000,0;16.32;0,0;0.13;Y;13
k7vK8Utb-cso7;u3UsAHAy-wtyJ;6hoft6YZ-BnJI;33,0;113000,0;Hipotecada;15.0;Medico;C;5000,0;13.49;0,0;0.04;Y;9
dFIKhyk1-9Ypb;4mUIlULK-GzrI;OXp9zUhJ-QsDy;31,0;65200,0;Hipotecada;7.0;Pessoal;A;7000,0;8.0;0,0;0.11;N;8
RK7rCc7j-J9CJ;lFuDSHc7-4ig3;vFcZwfSI-YWCK;31,0;30000,0;Alugada;0.0;Melhora_Lar;B;7200,0;0.0;1,0;0.24;N;10
NBN4xjuP-Psyd;vW0ylybZ-aWDh;TQoLan9A-RFgG;24,0;42000,0;Propria;8.0;Educativo;A;8000,0;6.62;0,0;0.19;N;4
ZOhFFBIf-NKR9;xeEJ4H1O-SHpK;jNxe3OaZ-iStW;29,0;62000,0;Hipotecada;10.0;Educativo;A;3600,0;7.14;0,0;0.06;N;9
BXicobmr-3dAg;qIhDtb5x-QlkD;W3Mf59sz-acfz;23,0;33004,0;Propria;5.0;Educativo;A;5000,0;8.59;0,0;0.15;N;4
rS40zAE5-B0Tk;b6pWv3T5-XFzk;53yBGWjD-9NQL;32,0;100000,0;Alugada;7.0;Educativo;C;14400,0;13.35;0,0;0.14;Y;7
YDzvmQJa-kv9w;mMcNr6bb-c9c5;dv4wGfwp-Cs82;24,0;80000,0;Hipotecada;8.0;Pagamento_Debitos;C;24000,0;14.35;0,0;0.3;Y;3
esSRmfI3-ywDm;353ZZUBK-j1Pk;c8E5zv7B-1ijF;33,0;62050,0;Hipotecada;17.0;Medico;D;20000,0;0.0;1,0;0.27;Y;8
6hePQoIx-c4R5;pzXulrzu-KjkE;HlHsfmcF-r6k0;21,0;28000,0;Alugada;2.0;Educativo;C;4000,0;15.23;0,0;0.14;N;2
yt5p8hOg-5AO1;UPhjGOlO-7Zy1;I48qZFBz-9Yto;23,0;45240,0;Alugada;4.0;Empreendimento;A;3200,0;7.37;0,0;0.07;N;3
2yA9Fdkq-2Dda;4ayi93kc-fUD4;zG0jtg81-NRWv;26,0;44000,0;Hipotecada;6.0;Educativo;A;10000,0;5.42;1,0;0.23;N;4
RbIo9MZv-mj6L;9mnDsmLe-Sz7f;PziaY6BW-EBGA;31,0;41558,0;Alugada;3.0;Educativo;E;7750,0;16.45;0,0;0.19;N;7
78eBkd1W-yg2R;siczgkP9-Bcst;QXdF7uKY-Mvi2;28,0;21084,0;Propria;0.0;Educativo;A;7750,0;7.51;0,0;0.37;N;9
5pipQdEl-eiLn;lml3YDWF-QGBo;CIOXqJH2-zgkO;22,0;50000,0;Propria;6.0;Educativo;B;1000,0;9.91;0,0;0.02;N;2
ikatmSpm-sxfd;F4PkDoEH-TAS4;kU3iSrwH-sqZ6;23,0;16080,0;Alugada;0.0;Educativo;D;3000,0;16.29;1,0;0.19;Y;2
FhQO0FcJ-SgEo;8xsI38xt-jPPU;1Oyda696-Za5R;32,0;188000,0;Alugada;14.0;Pagamento_Debitos;B;25000,0;10.62;1,0;0.13;N;5
y8s9qmcU-oohH;EEUJHppK-Cqyo;OM6ppJ1F-sAAK;31,0;70000,0;Hipotecada;9.0;Medico;A;6000,0;7.49;0,0;0.09;N;7
cWATaEUJ-JC5x;isnA9SCC-fwvX;3zJBdoKD-ELGE;23,0;40000,0;Propria;7.0;Medico;A;5000,0;8.49;0,0;0.13;N;4
SRtargY6-jXaZ;dLSz4t8c-uFo7;wZLzEHcZ-QIwD;24,0;145000,0;Propria;2.0;Pessoal;B;11500,0;11.14;0,0;0.08;N;4
G96klSMA-xe6Z;SC1D0vs4-xNuD;10ov1AqD-ALaS;25,0;104000,0;Hipotecada;9.0;Melhora_Lar;B;14000,0;10.99;0,0;0.13;N;3
paRG4SB8-y7Xh;qRwGeJzo-mgNw;rxzvfY44-woKX;23,0;117000,0;Hipotecada;7.0;Medico;B;3700,0;10.74;0,0;0.03;N;3
raabOB5b-Dldg;JE5yjgae-FDXy;RKWwEjCz-ts3G;25,0;200000,0;Propria;0.0;Empreendimento;B;24000,0;12.18;0,0;0.12;N;4
0wYvlad9-X6Ri;Tbavoevm-Hg4Y;wA1wkaMH-mDvD;33,0;120000,0;Alugada;1.0;Pessoal;C;9150,0;13.99;0,0;0.08;N;5
Y4Q06GiA-eDW0;OuGCZDO7-a08K;AC2ZL2ND-AbEA;28,0;50176,0;Alugada;3.0;Empreendimento;B;5000,0;10.59;0,0;0.1;N;7
Ae2Kzrz1-HWOb;rdDDQ4bw-FEBT;EfOboAsa-5Xn3;24,0;45000,0;Alugada;0.0;Medico;C;5000,0;13.79;0,0;0.11;Y;2
nKxPkr8x-5M4D;vtyNnSaU-mE8f;rwrX8hK7-ut03;29,0;126000,0;Hipotecada;11.0;Melhora_Lar;A;15000,0;7.88;0,0;0.12;N;8
GYjAioFQ-LKUs;invYfhP8-JKiD;Qj1DykNn-fdj4;30,0;69000,0;Hipotecada;0.0;Pagamento_Debitos;B;14000,0;10.14;1,0;0.2;N;10
kyEUw3Jd-L9JJ;PFpj1c1l-45ks;OGoyfinu-ip0O;34,0;35100,0;Hipotecada;16.0;Pessoal;C;9000,0;13.47;0,0;0.26;N;10
a2zgmh8Z-fIyr;b7Tn8BR2-ODmY;mol3TPFH-c5K8;22,0;65000,0;Alugada;6.0;Medico;A;16000,0;8.49;0,0;0.25;N;4
ffkDABC2-hAbS;bL2509Ti-bFI1;irvgXUHI-qPSL;22,0;61547,0;Propria;1.0;Educativo;D;24250,0;14.96;0,0;0.39;Y;3
5oJFgkfN-15qK;u3eBQyf2-Hjqt;ylJ8MYaT-slhG;26,0;43200,0;Propria;1.0;Educativo;C;17000,0;13.49;0,0;0.39;Y;2
MT6qvWjA-SpMg;glr5bGoP-JPCq;bq46pSRt-ZbiX;25,0;63000,0;Hipotecada;5.0;Pagamento_Debitos;A;11600,0;0.0;0,0;0.18;N;4
FGtJQRGk-rkXk;tyXXNjbU-m57D;hiS8brtM-fR95;25,0;90000,0;Hipotecada;5.0;Empreendimento;C;10000,0;12.61;0,0;0.11;Y;3
a1vIBWtm-Kh4c;z1ULKCFZ-r3ts;bNAAAmJp-SXPU;30,0;106000,0;Hipotecada;11.0;Empreendimento;F;10000,0;0.0;0,0;0.09;N;9
sNCxz5LL-h06R;663G1bgP-aObO;sjDdhgUD-yRXM;28,0;30000,0;Alugada;4.0;Educativo;B;3900,0;11.99;0,0;0.13;N;9
hWtWd5EY-cILg;kt5wqc0D-rIS5;8tYlTJrw-lgoq;23,0;56928,0;Alugada;3.0;Pessoal;B;4800,0;10.38;0,0;0.08;N;3
kUGNNJq3-JEYj;073R6AxJ-sfAr;mx6UXE5Q-lPch;24,0;54000,0;Alugada;2.0;Empreendimento;D;20000,0;16.49;1,0;0.37;N;2
p7kzQ8XC-dRlE;7L1ZrHpL-dZPg;dLk0Kr4D-2eJe;35,0;124596,0;Hipotecada;1.0;Educativo;B;20000,0;11.49;0,0;0.16;N;5
ZzQ54eTc-xHmA;ZQDsZD84-CUBI;qQElUwZy-Fqjh;23,0;46000,0;Hipotecada;1.0;Empreendimento;A;3000,0;5.42;0,0;0.07;N;3
wOALFuPJ-tx3u;yQ46joZz-xGyP;oEMW12Ld-nobG;40,0;56472,0;Alugada;4.0;Educativo;B;15775,0;10.59;0,0;0.28;N;14
XmY13u9h-faCj;9RhczgKO-7JnO;NYNZCwRp-b0rp;22,0;144500,0;Alugada;5.0;Pagamento_Debitos;C;18000,0;13.72;0,0;0.12;N;3
pFt2TdPH-332b;0T1sHX9N-4hPa;eySvvaZq-sl60;25,0;63000,0;Hipotecada;3.0;Pessoal;C;3000,0;13.47;0,0;0.05;Y;2
lYidldW5-Ar20;qNsRZ22z-LqnD;bRpRbY2c-ANMf;24,0;63000,0;Propria;0.0;Melhora_Lar;A;17600,0;8.94;0,0;0.28;N;4
8NKBjLuO-IDcl;7OfCTDuy-UTqS;Sq1eWQ25-mZUo;22,0;35000,0;Alugada;0.0;Educativo;B;3000,0;0.0;0,0;0.09;N;2
04039kHJ-uCxY;I2Win7ik-EgjH;AdUGJPWS-p00d;24,0;30000,0;Alugada;5.0;Educativo;A;4800,0;6.99;0,0;0.16;N;4
Q9uOREd4-X965;6EC1oFdI-oweR;hjtkJiBj-7Lg9;23,0;50400,0;Alugada;3.0;Empreendimento;B;5000,0;10.38;0,0;0.1;N;2
p8RrX6Pm-Czt3;PK03zXMv-3X0O;9yeq56cC-AaZf;31,0;300000,0;Hipotecada;1.0;Empreendimento;C;35000,0;15.23;0,0;0.12;N;6
ABWuUKh0-D0dD;HzQS6Y46-36e4;DpUiCe4S-JTRH;22,0;70000,0;Alugada;0.0;Educativo;B;6000,0;11.89;0,0;0.09;N;2
